STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q1,,68.65803,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q3,,69.8411,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q2,,78.97858,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q3,,78.81946,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2005-Q4,,83.07907,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q1,,83.39062,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q1,,90.32115,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q3,,94.0107,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q4,,96.43141,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q4,,95.6708,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q1,,97.48104,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2011-Q1,,96.71759,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2015-Q1,,99.48433,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2015-Q2,,99.65677,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2017-Q1,,99.60937,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,FIN,Finland,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q3,,90.66203,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1990-Q1,,65.17522,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1990-Q2,,63.62825,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1990-Q3,,66.88306,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1990-Q4,,66.09684,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q1,,66.29609,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q2,,66.36645,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q3,,66.34367,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q4,,68.06976,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q1,,67.23158,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q2,,68.2949,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q3,,67.00815,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q4,,67.58035,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q1,,68.16786,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q2,,68.21548,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q3,,68.5201,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q4,,67.58168,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q1,,67.1599,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q2,,65.72221,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q3,,66.87292,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q4,,65.9678,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q1,,66.58472,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q2,,67.44102,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q3,,67.60733,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q4,,67.89378,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q2,,68.35931,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q3,,68.75356,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q4,,69.47917,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q1,,69.11069,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q2,,69.19964,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q4,,70.75912,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q1,,70.47491,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q2,,70.90762,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q3,,72.61105,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q4,,73.43938,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q1,,73.33704,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q2,,72.6574,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q3,,73.93938,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q4,,72.86252,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q1,,73.27937,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q2,,73.12783,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q3,,73.63326,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q4,,73.2479,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q1,,75.86708,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q2,,76.24876,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q3,,76.34702,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q4,,76.66135,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q1,,78.59505,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q4,,78.96429,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q1,,79.81312,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q2,,81.20615,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q3,,81.22351,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q4,,79.90392,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q1,,79.98956,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,DNK,Denmark,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q2,,79.43157,,A,Normal value,0,Units,2015,,0,Zero
