STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,ACTIVITY,Economic activity,UNIT_MEASURE,Unit of measure,PRICE_BASE,Price base,TRANSFORMATION,Transformation,ADJUSTMENT,Adjustment,CONVERSION_TYPE,Conversion type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,BASE_PER,Base period,DECIMALS,Decimals
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1990-Q4,,125.207,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q1,,125.4398,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q2,,126.3651,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q3,,128.2892,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1991-Q4,,129.1498,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q1,,128.6794,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q2,,128.296,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q3,,128.5027,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1992-Q4,,130.1504,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q1,,128.0402,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q2,,128.9859,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q3,,131.7239,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1993-Q4,,130.7408,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q1,,130.7031,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q2,,134.213,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q3,,130.7027,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1994-Q4,,133.4339,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q1,,131.908,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q2,,130.8958,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q3,,130.2304,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1995-Q4,,130.4824,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q2,,127.7014,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q3,,129.1319,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1996-Q4,,128.1503,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q1,,128.751,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q2,,130.5589,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q3,,130.8908,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1997-Q4,,130.5654,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q1,,131.642,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q2,,131.7916,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q3,,130.1284,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1998-Q4,,128.3912,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q1,,129.3223,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q2,,128.1417,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q3,,127.4597,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,1999-Q4,,127.4261,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q1,,124.8284,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q2,,123.5519,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q3,,123.67,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2000-Q4,,122.9145,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q1,,122.3695,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q2,,120.9958,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q3,,121.3581,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2001-Q4,,119.8726,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q1,,119.6553,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q3,,115.319,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2002-Q4,,114.3712,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q1,,116.2099,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q2,,113.5266,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q3,,111.7451,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2003-Q4,,110.915,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q1,,110.3939,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q3,,111.0826,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2004-Q4,,111.3808,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2005-Q2,,110.706,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q1,,109.8057,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q2,,109.8493,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2006-Q4,,109.7726,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q1,,107.7479,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q2,,108.3361,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q3,,108.6017,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2007-Q4,,108.5494,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q1,,108.335,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q2,,109.2665,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q3,,108.8997,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2008-Q4,,110.8238,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q1,,113.9339,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q2,,109.3406,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2009-Q4,,107.4941,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q1,,106.5004,,A,Normal value,0,Units,2015,,0,Zero
DATAFLOW,OECD.SDD.TPS:DSD_PDB@DF_PDB_ULC_Q(1.0),Productivity and unit labour costs,I,JPN,Japan,Q,Quarterly,ULCE,Unit labour costs (employment based),_T,Total - all activities,IX,Index,V,Current prices,_Z,Not applicable,S,"Seasonally adjusted, not calendar adjusted",NC,Not converted,2010-Q2,,104.7016,,A,Normal value,0,Units,2015,,0,Zero
