period,k_hat,c_hat,z_hat,xi_hat,gdp_growth_level,gdp_growth_vol,ulc_growth_level,ulc_growth_vol,inflation_level,inflation_vol,unemp_level,unemp_vol,spread_level,spread_vol,countrycode,pad_1,pad_2,pad_3,pad_4,pad_5
2016Q4,0.0004971950881789838,-0.0026752847942486113,0.0024110674077860716,-0.04327312733658667,0.00802826578121918,0.0023266944699370444,-0.0030461473013548845,0.007493144109251367,-0.0005956121254716562,0.00802390844278309,5.518671,0.5437350933706364,0.6381479,0.19952260203836147,NLD,0.0,0.0,0.0,0.0,0.0
2017Q1,0.00022579247167882344,-0.0001677246767375351,0.0036039237002722163,-0.01146549318608333,0.005929431009061181,0.002199805585270163,-0.0018269217410633587,0.003400223986242876,0.0028139579465755737,0.0075318951140177556,5.283167,0.6121108041819521,0.8118311,0.1775512578558205,NLD,0.0,0.0,0.0,0.0,0.0
2017Q2,6.301831693811266e-05,0.001917253767707905,0.004379646746463066,0.01485447145745523,0.005100806255111001,0.0021185595529449844,0.008897814319018815,0.0043307338492287635,0.00699980190174343,0.005829139884884301,5.020069,0.6698492625810694,0.8599478,0.187930310790124,NLD,0.0,0.0,0.0,0.0,0.0
2017Q3,-0.00031264573977267396,0.0037667456108856356,0.004370378294655323,0.04169601687115472,0.00758830552987666,0.0020853394546640415,0.0010701457901194367,0.004218226088082777,0.004622949303951129,0.0059075981549052935,4.665618,0.7192013643909697,0.9169654999999999,0.1858360597402453,NLD,0.0,0.0,0.0,0.0,0.0
2017Q4,-0.0009237570929616079,0.005657126346767072,0.00363540797323766,0.0726451136707193,0.006317379007849011,0.001261821020985756,0.00647405603498763,0.004488051447531795,-0.0008811719979204824,0.004848488967737705,4.390363,0.726263490915115,0.8158133999999999,0.18539070372256686,NLD,0.0,0.0,0.0,0.0,0.0
2018Q1,-0.001493677377879879,0.007952895959089545,0.002661179083473085,0.10884767684447735,0.007156221211526148,0.0012440183869053406,0.006368841187781138,0.004377242925185419,0.001502253380070151,0.003655124566295477,4.137934,0.7228361089095858,0.9942864,0.20838128079592155,NLD,0.0,0.0,0.0,0.0,0.0
2018Q2,-0.0017321908661317512,0.011018952584397113,0.0019505534557417016,0.1512992618535564,0.004573465413076017,0.0014910161849894974,0.005309089495524777,0.004453487492124821,0.009882583170254255,0.0036787373408966643,3.920068,0.6816651409457359,0.9672416,0.2116210450709836,NLD,0.0,0.0,0.0,0.0,0.0
2018Q3,-0.001362322171587875,0.015146126798404325,0.0019713465105157205,0.2002466962267197,0.0025579288796333532,0.0018008157885992494,0.014951863448605218,0.005913183582891134,0.009688983625617764,0.004283358271908078,3.695186,0.6575190260623643,0.8188591000000001,0.11184012294858868,NLD,0.0,0.0,0.0,0.0,0.0
2018Q4,-0.00043201277326201937,0.01902913131150008,0.002422341593800798,0.2401861883606171,0.0027761132481243234,0.0018727213538655286,0.006653840292593749,0.005005164602967923,-0.0008636407254580813,0.004327532329678836,3.574155,0.6187497510237894,0.8156513,0.07453936435587333,NLD,0.0,0.0,0.0,0.0,0.0
2019Q1,0.0006856478167547725,0.019763981484894444,0.00223327698147681,0.23983273537368965,0.012469596315157538,0.0031817423892685137,0.0040391482307793325,0.004031892740058101,0.006499231655781701,0.0043524668380337155,3.527531,0.5412342151171073,0.5478801,0.13796506416753682,NLD,0.0,0.0,0.0,0.0,0.0
2019Q2,0.0016036662037271637,0.01436570247183866,0.0002989938129467765,0.16707051988188543,0.004500350436419387,0.0032147152137629907,0.007077060805239288,0.003941818328056713,0.011036607068733995,0.004863635907169701,3.349636,0.45871593117806286,0.3880712,0.2108528320389778,NLD,0.0,0.0,0.0,0.0,0.0
2019Q3,0.001949035031884025,1.2554222864835651e-05,-0.004417067399005724,-0.008412015088994366,0.0045857662294763735,0.0031768285239667307,0.005001473773843523,0.003373232084025683,0.009784499397375912,0.005114180764889755,3.291607,0.3857652516151744,0.01937430000000001,0.3329207539386684,NLD,0.0,0.0,0.0,0.0,0.0
